اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
كارون بور أن أوم رذاذ مزيل عرق - 200 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b81373a7-944b-4cde-a010-99c2a70dc1bf-500x500-wJWyBe2bRzscxgs43yAOYM58w5FgNAjXU4zWESCu.jpg",161,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو ارماني ماي واي او دو بارفيوم - 90 مل,15.9,REVERSE-LOOKUP-FOUND,كارون,duplicate,,
عطر برادا ال هوم ابسولو الرجالي او دو بارفيوم 100مل Prada L’Homme Absolu Eau de Parfum,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7a31417c-3de2-46a6-a3aa-f72aeb7d3005-500x500-0wOSSXdcKfUBy3HH0nRI2lSGvFVimXWk2HIdBdiR.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أرماني صن دي جيويا أو دو بارفيوم 100مل,41.2,REVERSE-LOOKUP-FOUND,برادا,duplicate,,
عطر زيرجوف توني ايومي ديفيد برفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e68ce83e-c03a-43ad-ac87-c6331c1d8d57-500x500-lvBI4ED9D2eo2Pj0sLNmTi0UlC96tySY2d49feJd.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف توني أيومي ديفايد برفيوم 50 مل,92.7,GOLDEN-HIGH,زيرجوف,duplicate,,
عطر سيريناد فيرتوس 100 مل Sérénade Vertus,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/99f31f70-5405-415c-bcd1-31ea79b2584f-500x500-RwUgPfpR8xoVd6KFyz9pfGsoun99PuQchU6kMCMb.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميزون كريفلي روز سولتيفوليا 100 مل,39.7,REVERSE-LOOKUP-FOUND,توس,duplicate,,
عطر سيربنتيا ألفريد ريتشي 100مل Serpentia Alfred Ritchy للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f8f39651-ed88-4978-9210-ab62b62b22a0-500x500-sUsbBu9c6vEvQykTkw9n96sZ7jiaAk7HRU4aos7S.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أتيلير ديس أورس إيريس فاوفي 100مل,40.7,REVERSE-LOOKUP-FOUND,ألفريد ريتشي,duplicate,,
عطر ايف سان لوران واي لايف انتنس تواليت رجالي 60مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/690ae0b4-271c-4ca6-8a99-4f287c0e6024-500x500-omcCgfRY6q4XQ6FKQJwwtCMt9qNMlbWIn9IBH8WI.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سلفاتوري فيراغامو برايت ليذر أو دو تواليت 100 مل رجالي,21.2,REVERSE-LOOKUP-FOUND,ايف سان لوران,duplicate,,
عطر مارك جاكوبس بيرفيكت او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9609d990-4c92-4eef-9cbe-77a43886699d-500x500-UjiicuLRSu5N2GWapnpPnb5alpvF3u8IgzqXsL46.jpg",333,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بوشرون جايبور بريسليت أو دو بارفيوم 100مل,54.5,REVERSE-LOOKUP-FOUND,مارك جاكوبس,duplicate,,
عطر سلفاتور فيرغامو فيرغامو رد ليذر بور هوم او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f01f661c-f5fd-44b1-8d73-dec1dc8180ef-500x500-Kmn2LpyFQ4WShdSsKdabxU36Go4dFgPc0dRrjSdX.jpg",201,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سلفاتور فيرغامو بور فيم او دو بارفيوم 100مل,88.5,GOLDEN-HIGH,سلفاتوري فيراغامو,duplicate,,
عطر سمايل بوكيت او دي بارفيوم - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b9351f88-c42e-4985-bac3-2e75c8f1b2a8-500x500-4hfXJUrkLnLLIrC0uqMwbGXSHHOefrjRVVdEFbps.png",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر برستيج زودياك أو دي بارفيوم 100 مل,52.6,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر باكو ربان مليون جولد فور هير بارفيوم للنساء 90مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2c7a3581-9751-4329-a39f-827ed0fdc0f6-500x500-Pgyrn8Jt4HIqJOLVwIVZ2zOqGAyySFRvpdLvVA8a.jpg",563,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بربري بريت ريثم فور هير أو دو تواليت 90 مل للنساء,47.7,REVERSE-LOOKUP-FOUND,باكو رابان,duplicate,,
تستر عطر ايسينشيال بيرفيوم ذا مسك 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/78af2008-9728-49dc-a095-bf598a2437fa-500x500-2kAfqDB5Ug2d7ApN8CDup9h24qWRcEtYJuu3iz2F.jpg",327,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ايسينشيال بيرفيوم ذا مسك 100 مل,95.0,GOLDEN-HIGH,ايسينشيال بيرفيوم,duplicate,,
تستر عطر ديور مِس ديور أبسولوتلي بلومينج أو دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b5263683-d98a-47da-80e0-a73dc422f09f-500x500-tDHIW2J5I4U2gs4gwi8JU4y7pEQgHNO9OekjyYz9.jpg",552,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كالفن كلاين ايفوريا بلش أو دو بارفيوم 100مل,50.9,REVERSE-LOOKUP-FOUND,ديور,duplicate,,
عطر ميزون كريفلي أبسينث بوريال أو دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/53de95ca-97fd-4541-8a31-12604ee1abfe-500x500-g3DHsOb1C0glMPberjS1np0e653RoaEkkBjaYGil.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بايريدو آيز كلوزد أو دو بارفيوم 100 مل,52.6,REVERSE-LOOKUP-FOUND,ميزون كريفلي,duplicate,,
عطر ميزون كريفلي بابيروس مولكيولير أو دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/24fce9ce-67c7-49d7-9009-fdf7007bcc2f-500x499.5004995005-FHf3I5MsItBqefgj9Btb07idDpBVboI2FJ5Zdlfi.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بارادايس سنس فيليستي أو دو بارفيوم 100 مل,53.5,REVERSE-LOOKUP-FOUND,ميزون كريفلي,duplicate,,
تستر ميزون كريفلي سافران سيكريت اكستريت دي بارفان 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7a86b43b-55da-47ea-9118-e06932fb96c8-500x500-1CjqgfkVhvuqe8WBcZUny43dz57DhK8K71Hgkweg.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر نينا ريتشي لوف إن باريس او دو بارفيوم 50مل,42.8,REVERSE-LOOKUP-FOUND,ميزون كريفلي,duplicate,,
تستر ميزون كريفلي أمبر كروماتيك اكستريت دي بارفان 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8dad055d-2400-4c16-b0e8-0a0b69e47e4f-500x500-oRWjGUjP0oJPSgd2cUcMRth4Z45qYhnSnvCwcfx2.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بوهوبوكو دارك فاينيل مسك أو دو برفيوم 50 مل,45.9,REVERSE-LOOKUP-FOUND,ميزون كريفلي,duplicate,,
عطر ميزون كريفلي عود ماراكويا اكستريت دي بارفان 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e7c7e2ac-71ee-476b-b347-e68baa0e133b-500x500-MaHpJTpL2bgR5oZmrILMw6sO9ssdrpMlrsInHpBh.jpg",1035,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور جيشا ديفا إكستريت دو بارفيوم 50 مل,51.3,REVERSE-LOOKUP-FOUND,ميزون كريفلي,duplicate,,
عطر ميزون كريفلي أمبر كروماتيك اكستريت دي بارفان 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c80fb290-319a-48cf-bd38-5e23e4e00ed4-500x500-EMTsh3JJy1pW159EXhbQu8eBhGYZVNY2XAeCEaG4.jpg",954,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور ليذر فوريفر رويال أرابيان إيديشن إكستريت دو بارفيوم 50 مل,46.8,REVERSE-LOOKUP-FOUND,ميزون كريفلي,duplicate,,
تستر كريد فايكنج كولون او دو بارفيوم 100مل (بدون غطاء),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/069666be-5dda-493f-adbe-6ab351c154d4-500x500-OCJr4Lk0WhTGQGdnhmMpLDn2YlL9hVlBwKvClGl3.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيفنشي كور فو أو دو بارفيوم 100مل,50.5,REVERSE-LOOKUP-FOUND,كريد,duplicate,,
تستر كريد تباروم ميلسم او دو بارفيوم 100مل (بدون غطاء),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/91a7c86b-3ff3-422c-a211-61f3a437ca45-500x500-dhgAnP8r7uXqQmXUBtuJYGGMhKkvv65pD6qvBsf3.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيفنشي تاباغور أو دو بارفيوم 100مل,50.1,REVERSE-LOOKUP-FOUND,كريد,duplicate,,
تستر كريد اوريجينال فيتيفير او دو برفيوم 100 مل (((بدون غطاء ))),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fc34c915-f91d-4632-a03b-6c7a09fc8af8-500x500-FtF1QVKvw2XINixPB1WAbatmTwKxeIv8zbgkl1CJ.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر سيسلي إيزيا أو دو برفيوم 100 مل (بدون كرتون),50.1,REVERSE-LOOKUP-FOUND,كريد,duplicate,,
تستر ميزون كريفلي باتشولي ماجنيتيك اكستريت دي بارفان 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8f421618-62b6-48e7-b414-674cd63e9966-500x500-lFolVFs8XyXDuO4WzkJTUkQF3PlyBRuhTqsbhTLh.jpg",724,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر نينا ريتشي لوف إن باريس او دو بارفيوم 50مل,43.2,REVERSE-LOOKUP-FOUND,ميزون كريفلي,duplicate,,
عطر كينزو هوم إنديغو أو دو بارفيوم 110 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8f54dc68-730b-4f0e-a2cf-78ccfb5b6760-500x500-pg4A75CLp6CEjHAK7ylMK2shOTxbEmBHykie9uhs.jpg",316,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كينزو أكوا كينزو بور هوم أو دو بارفيوم 100مل,38.7,REVERSE-LOOKUP-FOUND,كينزو,duplicate,,
تستر عطر Creed Ladies Exclusives Sublime Vanille EDP S(بدون غطاء),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1083c42d-bebf-4c9b-b965-12c5c5b4ac0c-500x500-zTxGB5f1KgokN5m6dBtNBwLBKmGaW8hugimdIXrK.jpg",1265,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر عطر Creed Ladies Exclusives Sublime Vanille EDP S(بدون غطاء),95.0,GOLDEN-HIGH,كريد,duplicate,,
تستر كريد سبرينج فلاور النسائي او دو بارفيوم 75مل (بدون غطاء),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1d01bed9-51ee-4bb9-8697-ca205c39650c-500x500-8H4ltPIsoesneq9DhLigwJ7RBVBEHrI6XB6QmnSo.jpg",713,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر أجْنر ستار لايت أو دو بارفيوم 100مل (نسائي),19.6,REVERSE-LOOKUP-FOUND,كريد,duplicate,,
تستر عطر ماكرون بوربون ناكولاي او دو بارفيوم100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3f72ece8-bb9b-4f00-9a9c-83fff41483cc-444.44444444444x500-ihYhgT1xgTuXfggpC8yeFO82nLpnxclyPnqe60c3.jpg",437,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر عطر كالفين كلاين ومن أو دو بارفيوم 100مل,47.0,REVERSE-LOOKUP-FOUND,ماك,duplicate,,
عطر شيخ العود – أو دو تواليت – 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a41b23fd-ce3c-46db-9c55-e9d6ab2621a0-500x500-dVAdzEQPlqQUIeljnfXeDVT9V5gjzLCYblHqZmDQ.jpg",115,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديبتيك دو سون أو دو تواليت 100 مل,52.2,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر انموس لافندر مارينوا لي برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/34e8426e-b620-4240-a100-69c263fa27cb-500x500-9za4uF5NMQJvY3dawRL2OXi1AvakLXVTQ7peCCwi.png",155,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلوي لو دو برفيوم إينتنس 100 مل,50.6,REVERSE-LOOKUP-FOUND,لافندر,duplicate,,
عطر لاكوست أوريجنال بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a271c10c-ea36-4abe-9eef-0529ba293eb8-500x500-nEqoluF3EJSGxn19IiUU2qOPhsO7DyjM2vUP6FVe.jpg",264,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر صمام اليسيوم بارفيوم 100مل,53.7,REVERSE-LOOKUP-FOUND,لاكوست,duplicate,,
عطر لاكوست L.12.12 سيلفر روز أو دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8093340d-25c7-4c7d-bd69-0f260f76439f-500x500-LbYUkZLb7s1XURZHg6znncEgwTAuN3mzWnucd6po.jpg",253,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر اف سان لوران كوروس أو دو بارفيوم 100 مل,44.9,REVERSE-LOOKUP-FOUND,لاكوست,duplicate,,
عطر لاكوست L.12.12 سيلفر جري أو دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7f1d2f19-3a21-42fb-a678-7d2a30891948-500x500-kHAXVCzGxTEioRA41C0u8y3COgrFQ2UeWBRDgCAl.jpg",241,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إستي لودر تندر لايت أو دو بارفيوم 100 مل,46.1,REVERSE-LOOKUP-FOUND,لاكوست,duplicate,,
عطر 4711 فلورال كولكشن روز او دو كولون للنساء- 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a693e6c5-f543-459f-959f-e77d8dc9bcec-500x500-pw8ypG50Idn8LR9Q5tEEsz70Q3f1ATUhJp3uNh16.jpg",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مون جيرلان فلورال أو دو بارفيوم 100 مل للنساء,40.2,REVERSE-LOOKUP-FOUND,نمبر 4711,duplicate,,
تستر عطر هوغو بوس بوتلد بيوند أو دو بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/af53450d-3b91-4ac4-8a18-43bf31e93b6c-500x500-ERZsahkhO1kT0MVnKxJ0d8kekP30dgcdn1d08f7w.jpg",304,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف ناكسوس أو دو بارفان 100 مل,53.2,REVERSE-LOOKUP-FOUND,هوغو بوس,duplicate,,
تستر لانكوم عطر لا في اي بيل فانيل نود50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1123a14a-0c64-4699-87f1-d55c296cd502-500x468.88567293777-eXuunTCKQO160mProNa03D1GZFWmcvivJNx9Qhub.jpg",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لاكوست تاتش اوف بينك الزهري او دو تواليت 50مل,38.0,REVERSE-LOOKUP-FOUND,لانكوم,duplicate,,
عطر فالنتينو بورن إن روما آيفوري أومو أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/05bc7373-a04e-486a-b5f6-7f338d0b0ea1-500x500-HFlMYlvEhDUnF6NBNjrrDAupf61V8pQtxkgqIaWK.jpg",379,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فالنتينو أومو بورن إن روما أو دو تواليت 100مل,91.3,GOLDEN-HIGH,فالنتينو,duplicate,,
عطر كراون سبريت - عساف 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/53c00ead-3618-473b-b4c8-36a2a4b00002-500x500-VZyp0FkRhOC4O1TKG9FE4cSBVg6X1yJappWIggMz.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لافيرن تشامبيون 100مل,47.1,REVERSE-LOOKUP-FOUND,عساف,duplicate,,
عطر عساف قريس اريك 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/657b31f1-070f-4f19-940a-e8693c53ce3d-500x500-oCBSlgQtk845bl2esnncmocf6leUH9zf8kMX8UBw.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لافيرن بيانكو 100مل,45.9,REVERSE-LOOKUP-FOUND,عساف,duplicate,,
عطر بينك ليدي من عساف الانتنس 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/06423d6f-3a3a-48c5-bf12-3b034bb12dcf-500x500-kVgH0zSBqRwlux0mAeYUlLWLXhvN9h1rnnYSKddp.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بانا دورا ليفيت فاتن للجنسين 100 مل,49.3,REVERSE-LOOKUP-FOUND,عساف,duplicate,,
عطر مس فلورا 100مل MIS FLOR - عساف,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5ecb88f1-865c-46bd-87b2-b80ea484f327-491x500-Tqd0CipGlyDQRgR9KkD55caETHL558F2BA8agtMb.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مس لافيرن بلوم  100مل,46.2,REVERSE-LOOKUP-FOUND,عساف,duplicate,,
عطر عساف نوبل انتنس 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b7cddcb6-fc1c-4338-8fbf-87611c49f39a-491x500-VBFISpChKycDDOODZRnR0nKTS42myObToN27SgbS.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لافيرن لاست تشانس 100مل,50.7,REVERSE-LOOKUP-FOUND,عساف,duplicate,,
عطر عساف - مس ساكورا 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9bef3e1d-c410-499c-98bf-02466b07892b-500x500-txMe9hfEFKgYpgwp9ptuztdFsPXXiCxrSxvreIp0.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لافيرن ميموري 100مل,44.2,REVERSE-LOOKUP-FOUND,عساف,duplicate,,
عطر ايف سان لوران واي أو دو بارفيوم 200مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8a878110-1e18-44a8-95e6-a61c17098ce7-500x500-djTWcLZ0uucGKWXakuctrGMRox8rggnhbrA1k70Y.jpg",736,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ايف سان لوران واي أو دو بارفيوم 100مل للرجال,42.8,REVERSE-LOOKUP-FOUND,ايف سان لوران,duplicate,,
عطر توم فورد عود فويجر او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bd5676cf-b00b-457c-b61c-05d1848097dd-500x500-AN3cmssGyH8JLx6w9Zg94o6WUAo3bNyvtFcs9yvv.jpg",1667,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر توم فورد عود وود أو دو بارفيوم 100 مل,88.8,GOLDEN-HIGH,توم فورد,duplicate,,
عطر توم فورد عود فويجر او دو بارفيوم 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9306a2d6-be72-4b5d-8b91-4b36cd495696-500x500-IFdjx4G510zzhkzm9jbZIzzd6CQx9jWvFoTynyrS.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر توم فورد فوجير دارجان أو دو بارفيوم 100مل,37.8,REVERSE-LOOKUP-FOUND,توم فورد,duplicate,,
تستر بربري جولد برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/70ee327a-32c1-40c3-8ffc-c7f753c76d02-500x500-xxrtaeAQ3z5wIJ7KvuKtOQLfF0um9JpPinEZ1FgE.jpg",391,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر سينتولوجيا إكستريت دو برفيوم 100مل,51.7,REVERSE-LOOKUP-FOUND,بربري,duplicate,,
عطر بربري جولد برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/591cecca-d88a-4ad9-926a-9aed371a1c63-500x500-dJ4QX1RKacSvxsVj8vlKyoeGHVWS6jd1A3cD1b7k.jpg",494,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر هابيت روج غيرلان برفيوم 100 مل,49.8,REVERSE-LOOKUP-FOUND,بربري,duplicate,,
عطر ماتيري بريمير فالكون ليذر اكستريت دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c2e9e317-2e8b-45bd-942f-e55921d55835-500x500-cutWUTngaCeu4P3zNNWNgfgpKWAYwaSLmEIK0c4e.jpg",1150,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر يونيك لكجري كوتاي إكسترايت دي بارفيوم 100 مل,52.0,REVERSE-LOOKUP-FOUND,ماتير بريمير,duplicate,,
مجموعة مونت بلانك كوليكشن فيتيفر جلاسير أو دو بيرفيوم 125 مل + 15 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4bb375aa-5d1e-49e9-9ca9-73d1e47808cb-500x500-KbSjkpJfNmgG2gVAxPTiODKZArRO5hsRBsv9IEh5.jpg",672,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيرلان أنسنس ميثيك أو دو بارفيوم 125مل,39.5,REVERSE-LOOKUP-FOUND,مونت بلان,duplicate,,
مجموعة مونت بلانك كوليكشن إكستريم ليذر أو دو بيرفيوم 125 مل + 15 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9ff571d4-bedf-4a87-955f-d05fd238156d-500x500-7odc48easCQmBCcXdodhgNDLwEmW4UpWIft9uZLx.jpg",672,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيرلان أنسنس ميثيك أو دو بارفيوم 125مل,38.8,REVERSE-LOOKUP-FOUND,مونت بلان,duplicate,,
بربري جولد او دو بارفان إنتنس 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/befa6157-94ba-4c7a-98c7-a2fa915f76ce-500x500-CSYSd8bEzrEU8pK1XEAnOkQHxP8rghWxjC4ojk3E.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو ارماني بريف روج ملاكيت  او دو بارفيوم 100 مل,47.2,REVERSE-LOOKUP-FOUND,بربري,duplicate,,
عطر روشاس اوداس روشاس او دو بارفيوم 90مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/885f55e7-58d5-4a6b-a4d9-abc67b4bb5fb-500x500-7MGEgze6lnhMMFFyp9PKJLWprYEEXmL56VoQ02Xj.jpg",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميزون الهامبرا وينسوم او دو بارفيوم 90مل,53.4,REVERSE-LOOKUP-FOUND,روشاس,duplicate,,
تستر عطر زيرجوف تورينو 21 اودي بارفيوم ١٠٠ مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/aff2553a-4024-4786-9707-829deb9a0dc2-438.31168831169x500-l2nNJzvEMLRkKHWHBeXsjH3ib3uTJLWPAlaZG7TD.jpg",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سوسبيرو كادينزا أو دو بارفيوم 100 مل,42.5,REVERSE-LOOKUP-FOUND,زيرجوف,duplicate,,
