بيانات المنتج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
النوع ,أسم المنتج,تصنيف المنتج,صورة المنتج,وصف صورة المنتج,نوع المنتج,سعر المنتج,الوصف,هل يتطلب شحن؟,رمز المنتج sku,سعر التكلفة,السعر المخفض,تاريخ بداية التخفيض,تاريخ نهاية التخفيض,اقصي كمية لكل عميل,إخفاء خيار تحديد الكمية,اضافة صورة عند الطلب,الوزن,وحدة الوزن,الماركة,العنوان الترويجي,تثبيت المنتج,الباركود,السعرات الحرارية,MPN,GTIN,خاضع للضريبة ؟,سبب عدم الخضوع للضريبة,[1] الاسم,[1] النوع,[1] القيمة,[1] الصورة / اللون,[2] الاسم,[2] النوع,[2] القيمة,[2] الصورة / اللون,[3] الاسم,[3] النوع,[3] القيمة,[3] الصورة / اللون
منتج,عينة عطر ايروس فليم من فرزاتشي للرجال - او دو برفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/28bd9ffe-98f2-4034-b109-a60b5e8b9d15-500x500-QYunQdlFWhbV9LqEOsSsXFbJnaah3lOGvCko3H6l.png",عينة عطر ايروس فليم من فرزاتشي للرجال - او دو برفيوم,منتج جاهز,6,,نعم,,,,,,,,,0.5,kg, | ,عينة عطر ايروس فليم من فرزاتشي للرجال - او دو برفيوم |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,جهاز مساج وتدليك العضلات بحجم صغير محمول بـ 6 سرعات من ريبون RE-2163,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9dcb992d-2e49-4a52-a1ac-065a538ba14a-500x500-SRVLBA8LyoDqnXDDNyS0scKjV5U05G5Fe7JMSb8B.png",جهاز مساج وتدليك العضلات بحجم صغير محمول بـ 6 سرعات من ريبون RE-2163,منتج جاهز,72,,نعم,,,,,,,,,0.5,kg, | ,جهاز مساج وتدليك العضلات بحجم صغير محمول بـ 6 سرعات من ريبون RE-2163 |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر سوسبيرو «إل بادِرِينو» أو دو برفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e4bad37d-d0b5-4e50-93fa-dccba70d14a5-500x500-Ghk07PsUCqP8BcbucKnQaF6AAQz0YYpbQ9tNcdVP.png",عينة عطر سوسبيرو «إل بادِرِينو» أو دو برفيوم,منتج جاهز,13,,نعم,,,,,,,,,0.5,kg,سوسبيرو | Sospiro,عينة عطر سوسبيرو «إل بادِرِينو» أو دو برفيوم | سوسبيرو | Sospiro - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطرغزل من الاسرار - او دي بارفيوم - 100مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a49e33b5-9b5b-4206-8ff7-dc6bb078c1d4-500x500-qouzR663dYk4cfyrTBDOZjqyMz5lry6iv5A3eEtF.png",عطرغزل من الاسرار - او دي بارفيوم - 100مل,منتج جاهز,122,,نعم,,,,,,,,,0.5,kg, | ,عطرغزل من الاسرار - او دي بارفيوم - 100مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ بروتين الماكا لتنعيم واصلاح الشعر من كارسيل- 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f70a2ad2-5d62-46d7-8de6-eb8b8171b550-500x500-5h5Q1ifJtvwV925keV6trt1TUjH6dgBQoRNXIJYy.png",بخاخ بروتين الماكا لتنعيم واصلاح الشعر من كارسيل- 200 مل,منتج جاهز,41,,نعم,,,,,,,,,0.5,kg,بروت | Brut,بخاخ بروتين الماكا لتنعيم واصلاح الشعر من كارسيل- 200 مل | بروت | Brut - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,زيت جل مرطب للبشرة من جونسون برائحة الزهور المنعشة 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c6948461-be2c-457e-9494-dd971dc24bb1-500x500-WyjXrgi6tOyeA43duJUirmKtoj2KvrAKWt1t5m4D.png",زيت جل مرطب للبشرة من جونسون برائحة الزهور المنعشة 200 مل,منتج جاهز,26,,نعم,,,,,,,,,0.5,kg, | ,زيت جل مرطب للبشرة من جونسون برائحة الزهور المنعشة 200 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر وتين رقم 1513 25 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e9a4c217-f8ab-478c-b4df-d2c331fed9b9-500x500-Z3eKrSZppjQDQWRiYTMQTRVxWxaqPC8fVPn0ddpi.png",عطر وتين رقم 1513 25 مل,منتج جاهز,11,,نعم,,,,,,,,,0.5,kg, | ,عطر وتين رقم 1513 25 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق عود فانيلا من فرانك اوليفير 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/5ce511ca-51c9-40c1-9335-2284f346d44b-445.17958412098x500-iCFcdFKwLxjQZlZIDLkyH8ZEb65FrA0WSKfzBV9w.png",بخاخ مزيل عرق عود فانيلا من فرانك اوليفير 250 مل,منتج جاهز,57,,نعم,,,,,,,,,0.5,kg,فرانك أوليفر | Franck Olivier,بخاخ مزيل عرق عود فانيلا من فرانك اوليفير 250 مل | فرانك أوليفر | Franck Olivier - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق بيلا من فرانك اوليفر للنساء 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/998d1a65-2422-498c-88f8-0d483f9eb139-500x500-qlgp4WZqAZ3IIcMx0uz1DFdoX91oGjAI254onvMO.png",بخاخ مزيل عرق بيلا من فرانك اوليفر للنساء 250 مل,منتج جاهز,40,,نعم,,,,,,,,,0.5,kg,فرانك أوليفر | Franck Olivier,بخاخ مزيل عرق بيلا من فرانك اوليفر للنساء 250 مل | فرانك أوليفر | Franck Olivier - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق وايت تاتش من فرانك اوليفر للنساء 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/be6f78a9-873e-4524-8433-f1d85a307d6b-500x500-rh5tHfb2HcSL0hhMTsklm0mpq7RPy2d3zqkE5uEf.png",بخاخ مزيل عرق وايت تاتش من فرانك اوليفر للنساء 250 مل,منتج جاهز,38,,نعم,,,,,,,,,0.5,kg,فرانك أوليفر | Franck Olivier,بخاخ مزيل عرق وايت تاتش من فرانك اوليفر للنساء 250 مل | فرانك أوليفر | Franck Olivier - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق للنساء من فرانك اوليفر 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/90534773-b4eb-4761-a3ca-685f9ca2f9ca-500x500-OpPUgvUHbThgyPZZ0okz9ygapxm41DRyFNHa0gxF.png",بخاخ مزيل عرق للنساء من فرانك اوليفر 250 مل,منتج جاهز,36,,نعم,,,,,,,,,0.5,kg,فرانك أوليفر | Franck Olivier,بخاخ مزيل عرق للنساء من فرانك اوليفر 250 مل | فرانك أوليفر | Franck Olivier - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق بيلا ان باريس للنساء من فرانك اوليفير 250مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9795d095-2a23-447f-a50a-a611642e71c7-437.265917603x500-ZRHaK2MB1oU4GN4yDFrOKCaKJFtGju1E4v1lLVq4.png",بخاخ مزيل عرق بيلا ان باريس للنساء من فرانك اوليفير 250مل,منتج جاهز,33,,نعم,,,,,,,,,0.5,kg,فرانك أوليفر | Franck Olivier,بخاخ مزيل عرق بيلا ان باريس للنساء من فرانك اوليفير 250مل | فرانك أوليفر | Franck Olivier - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق عود تاتش للجنسين من فرانك اوليفير 250مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f09975cb-aa36-4722-aae8-a2e82ef73394-437.265917603x500-zhn6gCsJDWgR6YBxIiYcEDoCYzdiNa3nuY6eJUCO.png",بخاخ مزيل عرق عود تاتش للجنسين من فرانك اوليفير 250مل,منتج جاهز,29,,نعم,,,,,,,,,0.5,kg,فرانك أوليفر | Franck Olivier,بخاخ مزيل عرق عود تاتش للجنسين من فرانك اوليفير 250مل | فرانك أوليفر | Franck Olivier - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بلسم للشعر من فاتيكا للمعالجة والترطيب 400 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/85c5573c-9d57-449d-ab14-77db75f9a1ff-500x500-KZCrPULtPqbAFk95edLVNzjLUf9LYL4YK44pySxv.png",بلسم للشعر من فاتيكا للمعالجة والترطيب 400 مل,منتج جاهز,12,,نعم,,,,,,,,,0.5,kg, | ,بلسم للشعر من فاتيكا للمعالجة والترطيب 400 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,لوشن جلوتا هيا بيرست اشراقه ندية بالنياسيناميد من فازلين - 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f8cbb86a-a095-4811-9fb5-a0174999c3e4-375.21663778163x500-Ciy77cuLBCWuDJhW3HxsiksQGZwqTvYUVI0OtmZc.png",لوشن جلوتا هيا بيرست اشراقه ندية بالنياسيناميد من فازلين - 200 مل,منتج جاهز,21,,نعم,,,,,,,,,0.5,kg,اشر | Usher Perfume,لوشن جلوتا هيا بيرست اشراقه ندية بالنياسيناميد من فازلين - 200 مل | اشر | Usher Perfume - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مومز باث ليفة التقشير للعناية بمشاكل الجسم قطعة واحدة,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2759a565-4f88-4786-8c1d-e5fe87bad21c-500x500-xr9eZemRKVOqx1IUIwysY78R56ES0Kv4Rwuj0PVi.jpg",مومز باث ليفة التقشير للعناية بمشاكل الجسم قطعة واحدة,منتج جاهز,11,,نعم,,,,,,,,,0.5,kg, | ,مومز باث ليفة التقشير للعناية بمشاكل الجسم قطعة واحدة |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطرتيزيانا تيرنزي – ل”إنوسنس أسولوتا – إكستريت دي بارفيوم 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7f09e53b-1528-4828-a2b0-1aa19791654c-454.19847328244x500-35VAi54BMgDuwZ54m8GwMwu2abDsI0CcLW3g4Nw1.png",عطرتيزيانا تيرنزي – ل”إنوسنس أسولوتا – إكستريت دي بارفيوم 100 مل,منتج جاهز,1092,,نعم,,,,,,,,,0.5,kg,تيزيانا تيرنزي | Tiziana,عطرتيزيانا تيرنزي – ل”إنوسنس أسولوتا – إكستريت دي بارفيوم 100 مل | تيزيانا تيرنزي | Tiziana - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,شامبو مقوي للشعر بإكليل الجبل والنعناع من ميلي - 355مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fbf1a33f-0408-4428-90f4-e7f7e8f72a69-500x500-P68FlsGHTlAPP70Hmn1j6p3TMOMPHgGMXJTymUPu.png",شامبو مقوي للشعر بإكليل الجبل والنعناع من ميلي - 355مل,منتج جاهز,57,,نعم,,,,,,,,,0.5,kg, | ,شامبو مقوي للشعر بإكليل الجبل والنعناع من ميلي - 355مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينه عطر فورستا ماجيكا من لورنزو بازاغليا اكستريت,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a4f62f6e-4790-47e6-a21f-0e0852fedcee-500x500-r2JpzgHPi48SOmMIQO0UXeVMbv7THKb7kbsnkZKz.png",عينه عطر فورستا ماجيكا من لورنزو بازاغليا اكستريت,منتج جاهز,20,,نعم,,,,,,,,,0.5,kg,لورينزو بازاجليا | Lorenzo,عينه عطر فورستا ماجيكا من لورنزو بازاغليا اكستريت | لورينزو بازاجليا | Lorenzo - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر نيشاني مانت تو بي سن او دي بارفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/6596e613-e7f2-45f0-aa94-4a92292465c9-500x500-toke9wedSg0ICcvjCK16Qjk1p7rygKlKxYSxSEos.png",عينة عطر نيشاني مانت تو بي سن او دي بارفيوم,منتج جاهز,18,,نعم,,,,,,,,,0.5,kg,نيشاني | NISHANE,عينة عطر نيشاني مانت تو بي سن او دي بارفيوم | نيشاني | NISHANE - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر باراديس دي سانس ديفينا أو دو برفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c5afc29e-f889-4a91-a4cf-97faaa75af92-500x500-Ik6eQvyI3k2WyNQChueTO4Cy6o15p25UEfWo9bIW.png",عينة عطر باراديس دي سانس ديفينا أو دو برفيوم,منتج جاهز,9,,نعم,,,,,,,,,0.5,kg,بارادايس دي سانس | Paradis D S,عينة عطر باراديس دي سانس ديفينا أو دو برفيوم | بارادايس دي سانس | Paradis D S - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر باراديس دي سانس بليس أو دو برفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/220bb73c-9d5e-40be-9719-4f73a1fccf8c-500x500-Fp3KZ582rz1cRNkJgprsqx9G6GiRks3FmASiCb50.png",عينة عطر باراديس دي سانس بليس أو دو برفيوم,منتج جاهز,9,,نعم,,,,,,,,,0.5,kg,بارادايس دي سانس | Paradis D S,عينة عطر باراديس دي سانس بليس أو دو برفيوم | بارادايس دي سانس | Paradis D S - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر خمرة دخان من لطافه أودي بارفيوم للرجال,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/50c71076-be5d-439e-8fea-8e25262fc429-500x500-vlyQ2AcRBIzmYITji1jvV2AeEsPu5HhVJrzHns6K.png",عينة عطر خمرة دخان من لطافه أودي بارفيوم للرجال,منتج جاهز,4,,نعم,,,,,,,,,0.5,kg, | ,عينة عطر خمرة دخان من لطافه أودي بارفيوم للرجال |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر كريد ابسولو افينتوس الرجالي او دو بارفيوم 2025,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2c7ccca2-7a9d-4d81-815a-d22e6ebade8a-500x500-2ZkGc2HfYQG9qXFz1RV0ori4ryZxN3Azt1BNdV6x.png",عينة عطر كريد ابسولو افينتوس الرجالي او دو بارفيوم 2025,منتج جاهز,26,,نعم,,,,,,,,,0.5,kg,توس | Tous,عينة عطر كريد ابسولو افينتوس الرجالي او دو بارفيوم 2025 | توس | Tous - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,"كريم s88 توتال وايت تفتيح تحت الإبط , 35 جرام",العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e1d1758b-c307-4925-bc60-19153b5f44d2-500x500-mbVSrOuflPzkxiKYtquWGaDM69Bu8iQLxg2jRX4D.png","كريم s88 توتال وايت تفتيح تحت الإبط , 35 جرام",منتج جاهز,57,,نعم,,,,,,,,,0.5,kg,كريد | Creed,"كريم s88 توتال وايت تفتيح تحت الإبط , 35 جرام | كريد | Creed - مهووس العطور",,,,,,نعم,,,,,,,,,,,,,
منتج,لوشن جلوتا هيا بيرست لتصحيح البقع الداكنة للجسم من فازلين - 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/539b39b6-35b1-468b-a39e-eb14fa080392-375x500-PmLtcQH9FE87uHgLVM6i0Mutv2nwIrSSjPPViawk.jpg",لوشن جلوتا هيا بيرست لتصحيح البقع الداكنة للجسم من فازلين - 200 مل,منتج جاهز,23,,نعم,,,,,,,,,0.5,kg,انجلوت | INGLOT,لوشن جلوتا هيا بيرست لتصحيح البقع الداكنة للجسم من فازلين - 200 مل | انجلوت | INGLOT - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,سكالا كريم وبلسم للشعر حيويه ولمعان للشعر المستقيم والمموج - 1000 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e90a40a2-eb14-4d77-8643-cc0d7a54b66b-500x500-h3OE5roLhnkl2dUulvDQ8DG58jE7XzUpC5NyX6Lc.png",سكالا كريم وبلسم للشعر حيويه ولمعان للشعر المستقيم والمموج - 1000 جرام,منتج جاهز,36,,نعم,,,,,,,,,0.5,kg, | ,سكالا كريم وبلسم للشعر حيويه ولمعان للشعر المستقيم والمموج - 1000 جرام |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر فانيل دي تاهيتي من بيريس 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/52089dde-bcf1-4cdf-90a4-a93305c66e81-500x500-nJVEEb6EaHnJVvP17Cp3jFbErVARZC4MCWlCTxz4.png",عطر فانيل دي تاهيتي من بيريس 100 مل,منتج جاهز,575,,نعم,,,,,,,,,0.5,kg, | ,عطر فانيل دي تاهيتي من بيريس 100 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطرباتشولي نوسي بي من بيريز –اكسترايت دي بارفيوم 50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e0fde867-96ee-48f9-aeab-834592bfec1c-500x500-Dupa1J7HoOgA8sEUQ67SczF6WUzonduKajVoyfaj.jpg",عطرباتشولي نوسي بي من بيريز –اكسترايت دي بارفيوم 50 مل,منتج جاهز,575,,نعم,,,,,,,,,0.5,kg, | ,عطرباتشولي نوسي بي من بيريز –اكسترايت دي بارفيوم 50 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/73ec8a9b-b86c-4229-9d09-6a54139a6c53-500x500-K327ISWyFLWKTpYPfwAzHOG1eTWLxwRhBY5XNMkw.png",عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس,منتج جاهز,11,,نعم,,,,,,,,,0.5,kg,هوغو بوس | Hugo Boss,عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس | هوغو بوس | Hugo Boss - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطرتيوبريوس أبسولو من بيريز- اكسترايت دي بارفيوم-50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/179d66a6-281b-4c2f-b38e-d45c8d9755ea-500x500-9oYggMvH5ecq0ZT2KEV0y1Dip8VLgTi57bj9g7vs.png",عطرتيوبريوس أبسولو من بيريز- اكسترايت دي بارفيوم-50 مل,منتج جاهز,1046,,نعم,,,,,,,,,0.5,kg, | ,عطرتيوبريوس أبسولو من بيريز- اكسترايت دي بارفيوم-50 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر الجنسو فرايدي ايديشن او دو تواليت,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/da3e441c-d93e-4325-aada-711a98e37c17-500x500-5GnGjFw1eeGVNXARqH2s9mMjiQ5TagKsU5wKMZXN.png",عطر الجنسو فرايدي ايديشن او دو تواليت,منتج جاهز,138,,نعم,,,,,,,,,0.5,kg,الجنسو | El Ganso,عطر الجنسو فرايدي ايديشن او دو تواليت | الجنسو | El Ganso - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,كريم ترطيب البشره من كيو في 1000 جم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b476f234-279d-4a65-b7f1-1b692fdd6616-375.21663778163x500-SaWwNvljyp9zTrwcCm53YniuTaBmT1osuMglfN9M.png",كريم ترطيب البشره من كيو في 1000 جم,منتج جاهز,162,,نعم,,,,,,,,,0.5,kg,كريد | Creed,كريم ترطيب البشره من كيو في 1000 جم | كريد | Creed - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c91d07fb-62a5-4b6c-b7ee-69f60c78128c-375.21663778163x500-4sZjARYgVWz1yGft9OUbpequA5Hfz8QIyUf2Du6l.png",مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام,منتج جاهز,11,,نعم,,,,,,,,,0.5,kg, | ,مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,معطر الجسم الفراولة والشمبانيا، 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/909cbaef-ea28-4f4a-a1e3-ade0ebcf6899-375.21663778163x500-8I70ASW1iMCIObkBMWxLq3QyjD3cCTHJpi1ZQjz3.png",معطر الجسم الفراولة والشمبانيا، 250 مل,منتج جاهز,59,,نعم,,,,,,,,,0.5,kg, | ,معطر الجسم الفراولة والشمبانيا، 250 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,"مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام",العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e762bf7f-9e9b-46dd-a7c3-3334b3354e6c-375.21663778163x500-m3pP8ojHnT27bytH0dDSTZNwSFqmK5GwXTe4PdUO.png","مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام",منتج جاهز,11,,نعم,,,,,,,,,0.5,kg, | ,"مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام |  |  - مهووس العطور",,,,,,نعم,,,,,,,,,,,,,
منتج,عطر إكس نيهيلو بلو تاليسمان إكستريت دو بارفان,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/09512e27-d5de-4331-be6f-e279c7bd66dd-333.33333333333x500-p1IAzi48C92GbOFAmiKiPQKds2TV1fLucTBrJqgW.png",عطر إكس نيهيلو بلو تاليسمان إكستريت دو بارفان,منتج جاهز,1932,,نعم,,,,,,,,,0.5,kg, | ,عطر إكس نيهيلو بلو تاليسمان إكستريت دو بارفان |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,جالهاد ومجموعة الاستكشاف الرجالية من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2582fb9c-e8ad-4f4e-9911-2e9b58abe2f3-500x500-5f4owLWdwE4eM0OJvkWyVYcwdZ5uEKGoevGGNneI.jpg",جالهاد ومجموعة الاستكشاف الرجالية من ستيفانو,منتج جاهز,199,,نعم,,,,,,,,,0.5,kg,ستيفانو | Stefano,جالهاد ومجموعة الاستكشاف الرجالية من ستيفانو | ستيفانو | Stefano - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مجموعة فان قارد من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b2808ef4-8b1b-4e8f-b057-80850029e710-500x500-Twd8lIbewU1jsylkhXeS1YMk0YzIW3aZJ1d5hnDC.jpg",مجموعة فان قارد من ستيفانو,منتج جاهز,199,,نعم,,,,,,,,,0.5,kg,ستيفانو | Stefano,مجموعة فان قارد من ستيفانو | ستيفانو | Stefano - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عرض المجموعة النسائية مع سولا من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4d1fd20b-a4db-495b-b35e-2162063fcca7-500x500-jiLaSDDkeUPaqveMegOatDsgkx6YTgmHwNkIqSCq.png",عرض المجموعة النسائية مع سولا من ستيفانو,منتج جاهز,269,,نعم,,,,,,,,,0.5,kg,ستيفانو | Stefano,عرض المجموعة النسائية مع سولا من ستيفانو | ستيفانو | Stefano - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/da93af83-9e07-4016-bab4-2ef8e8a659e3-375.21663778163x500-XWAoM7A4hf7KJ6q6ACeJF6pOFHI8E9LIeZueZhD9.png",بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل,منتج جاهز,11,,نعم,,,,,,,,,0.5,kg,اليابا | Alyapa,بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل | اليابا | Alyapa - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عرض المجموعة الرجالية مع جالهاد من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/80becf9c-215d-4beb-93ae-64bc9c4958f6-500x500-OxIPUWAwJCs6ivqjFaQUT2v5hFHho1IqgA1Omqjp.jpg",عرض المجموعة الرجالية مع جالهاد من ستيفانو,منتج جاهز,269,,نعم,,,,,,,,,0.5,kg,ستيفانو | Stefano,عرض المجموعة الرجالية مع جالهاد من ستيفانو | ستيفانو | Stefano - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
